"BHK","Rent","Size","Current_floor","Total_floor","Area_type","Area_locality","City","Furnishing_status","Tenant_preferred","Bathroom","Contact"
2,18000,1248,4,5,"Carpet","Kothapet","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,14000,1110,2,5,"Carpet","Dhulapally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,50000,2300,2,5,"Carpet","Ashok Nagar, Himayath Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Agent"
2,17000,1000,3,5,"Carpet","Madinaguda, Hafeezpet, NH 9","Hyderabad","Furnished","Bachelors",2,"Owner"
2,9000,800,4,5,"Super","Old Bowenpally","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
4,80000,3115,3,3,"Super","Hormany nest Apartments gandipet Apartmentge hyderabad, Hyderabad","Hyderabad","Furnished","Bachelors/Family",5,"Owner"
1,7500,500,1,2,"Super","Saroornagar, NH 9","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
2,14000,950,5,5,"Carpet","Miyapur, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,14000,1374,2,3,"Super","Trimulgherry","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
1,10000,1300,0,1,"Carpet","Khanapur","Hyderabad","Furnished","Bachelors/Family",1,"Owner"
2,17000,1150,5,6,"Super","Abhyudaya Nagar","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
1,6500,450,2,3,"Carpet","Kukatpally, NH 9","Hyderabad","Semi-Furnished","Bachelors",1,"Owner"
2,10000,927,3,5,"Super","Bachupally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,22000,1500,4,5,"Super","Rajendra Nagar, Outer Ring Road","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner"
2,15000,1200,1,3,"Super","Attapur","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,12000,1200,0,2,"Super","Patelguda","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,52000,2800,16,19,"Carpet","Kokapet, Outer Ring Road","Hyderabad","Furnished","Family",3,"Agent"
1,6500,562,3,4,"Super","Amberpet","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
2,20000,1500,1,3,"Super","Toli Chowki","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,25000,1950,0,3,"Super","Kondapur","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
3,14000,1360,3,8,"Super","Ghatkesar, NH 2 2","Hyderabad","Furnished","Bachelors",2,"Owner"
3,25000,1800,1,3,"Super","Prashanth hills","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
2,12500,950,2,8,"Super","Kachiguda, NH 2 2","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,12000,780,3,3,"Carpet","Sri BALAJI CLASSIC BHAVANI NAGAR RD NO 5","Hyderabad","Unfurnished","Bachelors",2,"Owner"
1,10000,500,1,3,"Super","Khairatabad, NH 7","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner"
2,17000,1050,3,5,"Super","Ashok Nagar, Himayath Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
1,15500,600,-2,5,"Carpet","Kondapur","Hyderabad","Semi-Furnished","Bachelors",1,"Agent"
3,65000,1800,0,1,"Carpet","Banjara Hills, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Agent"
3,60000,1800,14,30,"Carpet","Gachibowli","Hyderabad","Unfurnished","Bachelors/Family",3,"Agent"
3,45000,1900,4,10,"Carpet","Gachibowli","Hyderabad","Semi-Furnished","Family",3,"Agent"
2,10500,1100,3,5,"Super","Safilguda, Secunderabad","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,9000,200,2,7,"Super","BHEL","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
3,20000,1400,3,5,"Super","Nawab Saheb Kunta","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
2,20000,1200,2,5,"Carpet","Kondapur","Hyderabad","Semi-Furnished","Bachelors",2,"Agent"
3,18000,1600,2,5,"Super","Quthbullapur, NH 7","Hyderabad","Furnished","Bachelors/Family",3,"Owner"
2,12000,1150,2,5,"Super","Nizampet","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,12000,130,2,3,"Super","Subhash Nagar, Secunderabad","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
4,120000,3800,1,1,"Carpet","MLA Colony, Banjara Hills","Hyderabad","Semi-Furnished","Bachelors/Family",4,"Agent"
3,28000,1720,4,10,"Super","Narsingi, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
1,6000,500,1,3,"Super","Hayathnagar, NH 9","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
2,12500,1200,2,6,"Super","Mehdipatnam","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
4,31000,2400,2,4,"Super","Upparpally, Hyderabad Expressway","Hyderabad","Semi-Furnished","Bachelors/Family",4,"Owner"
2,7000,800,3,4,"Super","Boduppal, NH 2 2","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
2,22000,1300,4,5,"Super","Basheer Bagh, NH 7","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,17500,1400,4,6,"Super","Miyapur, NH 9","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
2,14000,650,1,3,"Super","Padmarao Nagar, Hyderabad-Karimnagar Highway","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,9500,103,2,4,"Super","Boduppal, NH 2 2","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
1,7000,950,1,5,"Super","Kothapet","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner"
3,15000,1500,3,5,"Super","RTC Colony-Chandanagar","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner"
3,15000,1550,5,5,"Carpet"," in Miyapur, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,10000,140,2,4,"Super","Sivarampalli, Hyderabad Expressway","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
3,14000,1800,1,2,"Super","Kanchan Bagh","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
4,85000,2550,2,3,"Carpet","Banjara Hills, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",4,"Agent"
1,5500,500,0,3,"Super","Vikas Nagar-Bandlaguda Jagir","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
2,14000,800,0,3,"Super","Kukatpally, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,10000,800,1,2,"Super","Kukatpally, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,10000,1300,2,4,"Super","Safilguda, Secunderabad","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,13000,600,2,3,"Super","Banjara Hills, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
3,20000,1000,2,6,"Super","Toli Chowki","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner"
3,25000,1000,1,4,"Carpet","OU Colony-Shaikpet","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
1,7500,500,2,3,"Super","Janachaitanya colony, Hyderabad Expressway","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner"
1,200000,8000,0,4,"Super"," Beeramguda, Ramachandra Puram, NH 9","Hyderabad","Unfurnished","Bachelors/Family",10,"Owner"
2,12000,1100,2,3,"Carpet","Gangaram, Chandanagar, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,9500,1100,0,3,"Carpet","Kanaka Durga Colony, Gudimalkapur","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,12000,200,1,1,"Carpet","railway employees housing colony Bollarum","Hyderabad","Unfurnished","Bachelors",2,"Owner"
2,10000,1800,2,3,"Super","Boduppal, NH 2 2","Hyderabad","Unfurnished","Family",2,"Owner"
2,8000,190,1,1,"Super","Gurramguda balaj homes p no 4","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
3,16000,1350,1,3,"Super","Saidabad","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,12333,1200,0,1,"Super","Alwal","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
1,9500,400,3,4,"Carpet","Bharat Nagar, Moosapet","Hyderabad","Unfurnished","Bachelors",1,"Owner"
2,16000,1200,0,4,"Super","Manikonda, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,20000,1400,4,5,"Super","Saidabad Colony, Sayeedabad","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
3,14000,1300,2,3,"Carpet","Rock Town Colony","Hyderabad","Unfurnished","Bachelors",3,"Owner"
1,7500,400,2,2,"Carpet","DNM Colony, Sanath Nagar","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
1,13900,650,1,6,"Super","Suraram","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
1,5500,500,2,3,"Super","Vidyanagar","Hyderabad","Unfurnished","Bachelors",1,"Owner"
2,9000,875,4,5,"Super","Attapur","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
1,4700,850,3,3,"Super"," in Boduppal, NH 2 2","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
3,30000,1730,7,9,"Super","Nalagandla","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
3,16500,1500,2,6,"Carpet","Kompally","Hyderabad","Semi-Furnished","Bachelors",3,"Owner"
3,24000,1600,4,4,"Carpet","Akkineni Homes Yousufguda","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
2,9500,900,1,2,"Super","Peerzadiguda, NH 2 2","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,12000,925,2,2,"Super","Chandanagar, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,15000,1500,2,4,"Super","LB Nagar, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
3,22500,1600,1,3,"Carpet","Tarnaka","Hyderabad","Semi-Furnished","Family",3,"Owner"
3,32000,1300,2,3,"Carpet","Banjara Hills, NH 9","Hyderabad","Semi-Furnished","Bachelors",3,"Agent"
2,10000,1200,0,3,"Super","Sainikpuri","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,13000,133,1,2,"Super","Old Bowenpally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,7000,950,0,1,"Super","Rampally","Hyderabad","Unfurnished","Family",2,"Owner"
3,12000,1200,3,4,"Super","Santosh Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
2,7500,950,1,2,"Super","Kothapet","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,15000,1095,4,5,"Super","Gundlapochampally, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
1,8000,400,3,4,"Super","Chanda Nagar","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
3,25000,2210,4,5,"Super","Nallagandla, Serilingampally","Hyderabad","Semi-Furnished","Family",3,"Owner"
3,26000,1450,4,5,"Super","Madhapur","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Agent"
3,15000,192,2,4,"Super","Bolarum, Medchal Road","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
1,3000,80,0,2,"Super","Rhoda Mistri Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner"
2,12500,1315,0,2,"Super","Aminpur","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,42000,1600,2,5,"Carpet","Jubilee Hills","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Agent"
2,20000,1450,2,6,"Super","Somajiguda, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,40000,1900,2,5,"Carpet","Film Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Agent"
3,45000,2600,2,5,"Carpet","Banjara Hills, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Agent"
1,8500,450,0,1,"Super","Hafeezpet, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,15000,1000,4,5,"Super","Somajiguda, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,9000,100,2,3,"Super","Chanchalguda","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,14000,1100,0,3,"Super","Old Malakpet, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,11000,1200,2,2,"Super","Troop Bazaar, Koti","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,10000,1400,2,4,"Super","Ramachandra Puram, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
3,55000,2000,0,12,"Carpet","Gachibowli","Hyderabad","Semi-Furnished","Family",3,"Agent"
2,10000,1070,2,5,"Carpet","HMT Swarnapuri Colony","Hyderabad","Unfurnished","Family",2,"Owner"
2,25000,1450,3,3,"Carpet","Camelot Layout","Hyderabad","Unfurnished","Family",2,"Owner"
2,27000,1230,1,6,"Super","Puppalaguda","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
2,12000,1000,0,2,"Super","LIG Colony","Hyderabad","Semi-Furnished","Bachelors",3,"Owner"
2,16000,1200,1,2,"Super","Chintalakunta","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,8000,150,0,1,"Super","Osman Nagar","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,14000,850,4,6,"Super","Serilingampally","Hyderabad","Semi-Furnished","Family",2,"Owner"
2,10000,1300,0,1,"Super","Nagaram","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
4,150000,4761,14,18,"Super","Kukatpally, NH 9","Hyderabad","Semi-Furnished","Family",5,"Agent"
2,16000,1250,1,5,"Super","Pragathi Nagar, Kukatpally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
1,6000,100,2,3,"Super","Borabanda","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
3,26000,1550,4,5,"Carpet","LB Nagar, NH 9","Hyderabad","Unfurnished","Bachelors",2,"Owner"
2,13000,1300,2,2,"Carpet","Sainikpuri","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
3,28000,1600,5,20,"Carpet","Bandlaguda Jagir","Hyderabad","Semi-Furnished","Bachelors",2,"Owner"
2,8500,1200,0,2,"Super","Medipally","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner"
2,12500,1200,2,5,"Super","Kompally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,25000,1970,5,9,"Super","Kompally","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
2,10000,650,4,4,"Carpet","Namalagundu","Hyderabad","Unfurnished","Bachelors",2,"Owner"
2,12000,1000,4,5,"Super","Secunderabad","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner"
3,15000,1500,1,1,"Super","Old Bowenpally","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner"
2,6000,1250,0,1,"Super","Ambedkar Nagar-Boduppal, Secunderabad","Hyderabad","Unfurnished","Family",2,"Owner"
3,30000,1940,1,5,"Carpet","Hyder Nagar, NH 9","Hyderabad","Semi-Furnished","Bachelors",3,"Owner"
2,18000,700,7,8,"Carpet","Rajendra Mandal","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,8500,700,2,3,"Super","Budwel","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner"
2,7500,100,1,3,"Super","Amberpet","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
1,12000,300,2,3,"Super","Gachibowli","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner"
2,15000,980,3,5,"Super","Langar Houz","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,15500,800,2,2,"Super","Prakash Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,20000,1250,2,6,"Super","Qutub Shahi Tombs","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,11000,1000,0,1,"Carpet","Beeramguda, Ramachandra Puram, NH 9","Hyderabad","Semi-Furnished","Family",2,"Owner"
2,15000,1000,0,4,"Super","Mehdipatnam","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
3,17000,1800,0,1,"Carpet","Bandlaguda Jagir","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner"
3,20000,2000,1,3,"Carpet","Srisailam Highway","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
3,20000,1500,1,6,"Super","Peeramcheru","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
2,12000,1050,3,4,"Super","Uppal, NH 2 2","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner"
2,25000,1100,1,7,"Super","Upparpally, Hyderabad Expressway","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
2,11500,1000,2,3,"Carpet","Attapur","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,6500,700,2,3,"Super","Meerpet","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
1,10000,750,1,2,"Super","Mallampet, Outer Ring Road","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
1,6000,450,2,6,"Super","Sainikpuri","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
3,14000,1000,1,2,"Super","Malakpet, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
3,34000,1500,2,14,"Carpet","Gachibowli","Hyderabad","Semi-Furnished","Family",3,"Agent"
2,15000,1550,0,13,"Super","LB Nagar, NH 9","Hyderabad","Furnished","Family",2,"Owner"
2,20000,1450,2,3,"Super","LB Nagar, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,9500,650,3,5,"Carpet","Beeramguda, Ramachandra Puram, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,10000,650,3,5,"Carpet","Beeramguda, Ramachandra Puram, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
3,30000,1500,5,5,"Carpet","Kondapur","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Agent"
2,13000,900,2,3,"Super","Puppalaguda","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
3,45000,1645,8,19,"Carpet","Kokapet, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Agent"
2,8000,600,4,7,"Super","Alijapur, Qutub Shahi Tombs","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,25000,1250,0,6,"Super","Alkapur Township, Manikonda, Outer Ring Road","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,12000,1300,1,2,"Carpet","Sai Nagar-Uppal","Hyderabad","Semi-Furnished","Bachelors",2,"Owner"
2,19000,1000,1,3,"Carpet","Manikonda, Outer Ring Road","Hyderabad","Semi-Furnished","Family",2,"Owner"
3,22000,1500,4,6,"Super","Indra Nagar, Moti Nagar","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
2,15000,1150,4,5,"Super","Suchitra Circle","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,15000,110,2,3,"Super","Mehdipatnam","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,10000,103,0,1,"Super","Sainikpuri","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,10000,1050,4,5,"Carpet","Hayathnagar, NH 9","Hyderabad","Unfurnished","Bachelors",2,"Owner"
2,7000,60,1,6,"Super","Model Town Colony, Nawab Saheb Kunta","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,15000,1170,2,4,"Super","Sitaphalmandi, Padmarao Nagar","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,9500,167,0,1,"Super","Hari Hara Puram, B N Reddy Nagar","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
1,6500,500,2,2,"Super","in Bandlaguda Jagir","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner"
1,10000,600,0,4,"Super","Jubilee Hills","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
1,8000,600,1,4,"Super","Pragathi Nagar, Kukatpally","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
1,3300,200,0,2,"Super","Moula Ali","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
2,12000,600,1,2,"Super","Upparpally, Hyderabad Expressway","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
2,20000,900,2,4,"Super","Himayath Nagar, NH 7","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,12000,800,0,6,"Super","Bandlaguda Jagir","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
3,20000,1000,2,4,"Carpet","Opposite andhra mahila sabha","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,70000,3200,11,15,"Carpet","Financial District, Nanakram Guda","Hyderabad","Semi-Furnished","Family",3,"Agent"
2,10000,1400,0,1,"Super","Bheeram guda","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
1,8500,550,0,2,"Super","Kukatpally, NH 9","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
1,8000,540,4,4,"Carpet","Sanath Nagar, NH 9","Hyderabad","Unfurnished","Family",1,"Owner"
1,8000,400,0,3,"Super","Nagole","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
2,13000,1225,2,4,"Super","Sun City, Bandlaguda, Chevella Road","Hyderabad","Unfurnished","Bachelors",2,"Owner"
3,15500,1430,1,1,"Carpet","Dr A.S. Rao Nagar","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
2,30000,1200,2,25,"Super","Nanakaramguda","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
2,10000,1197,0,2,"Super","Dammaiguda","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,18000,1150,2,5,"Carpet","Kondapur","Hyderabad","Semi-Furnished","Bachelors",2,"Agent"
1,12000,500,4,5,"Super","Kondapur","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner"
2,9000,1200,0,2,"Carpet","Gandhamguda, Bairagiguda","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
1,6000,500,2,4,"Super","Gajularamaram","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,32000,1600,3,6,"Super","Raj Bhawan Road","Hyderabad","Furnished","Bachelors/Family",3,"Owner"
2,36000,1100,1,5,"Super","Madhapur","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
2,17000,1220,1,6,"Super","Masab Tank","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,20000,1500,2,5,"Super","Habsiguda, NH 2 2","Hyderabad","Furnished","Bachelors/Family",3,"Owner"
1,9000,500,4,4,"Super","KPHB Road","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
2,9500,850,2,3,"Super","Dellapur","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,7000,1000,2,3,"Super","B N Reddy Nagar, Nagarjuna Sagar Road","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
3,17000,100,1,1,"Carpet","Masab Tank","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner"
2,19500,1140,0,5,"Super","Miyapur, NH 9","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
2,25000,1100,2,3,"Super","Masab Tank","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
3,14000,1400,3,4,"Super","Bolarum, Medchal Road","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,16000,1350,3,5,"Super","Kukatpally, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,15000,180,0,2,"Carpet","Kachiguda, NH 2 2","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,13000,1250,2,6,"Super","LB Nagar, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,12000,1300,2,5,"Super","Peeramcheru","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,12000,840,2,4,"Super","Old Nallakunta","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,7500,1200,1,3,"Super","Dammaiguda","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,13000,700,3,4,"Super","Habsiguda, NH 2 2","Hyderabad","Furnished","Bachelors/Family",2,"Owner"
4,52000,2700,11,13,"Super","Gachibowli","Hyderabad","Furnished","Bachelors/Family",4,"Owner"
2,22000,1100,1,12,"Carpet","Miyapur, NH 9","Hyderabad","Furnished","Family",2,"Agent"
2,18000,1000,0,2,"Carpet","Uppal, NH 2 2","Hyderabad","Semi-Furnished","Bachelors",2,"Owner"
2,7000,1000,1,2,"Super","Hayathnagar, NH 9","Hyderabad","Semi-Furnished","Bachelors/Family",3,"Owner"
3,16500,1600,2,5,"Super","Attapur","Hyderabad","Semi-Furnished","Family",3,"Owner"
3,13000,1550,1,5,"Carpet","Bandlaguda Jagir","Hyderabad","Unfurnished","Bachelors",3,"Owner"
1,6000,600,0,4,"Super","Amberpet","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner"
1,6000,500,1,2,"Super","RTC Cross Road","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner"
2,21000,1100,4,5,"Carpet","Himayath Nagar, NH 7","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Agent"
3,10000,1000,2,2,"Carpet","Manikonda, Outer Ring Road","Hyderabad","Furnished","Family",2,"Owner"
2,12000,1000,2,2,"Super","Kothapet","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,30000,1800,5,5,"Carpet","Anand Nagar-Khairatabad, NH 7","Hyderabad","Unfurnished","Bachelors/Family",3,"Owner"
2,15000,1300,3,5,"Carpet","Kondapur","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Agent"
2,10000,1100,0,2,"Super","Kapra","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,9000,950,2,3,"Super","Chanda Nagar","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,10000,1000,2,3,"Carpet","Rock Town Colony","Hyderabad","Semi-Furnished","Bachelors",2,"Owner"
2,8000,1200,1,3,"Super","Hayathnagar, NH 9","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
6,60000,2800,0,3,"Super","Boduppal, NH 2 2","Hyderabad","Furnished","Bachelors/Family",7,"Owner"
2,8000,550,2,4,"Super","Attapur","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,8500,1000,2,16,"Carpet","Medipally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,7500,800,2,4,"Super","Pragathi Nagar, Kukatpally","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
2,5000,600,0,2,"Super","Meerpet","Hyderabad","Unfurnished","Bachelors/Family",1,"Owner"
3,30000,1800,5,5,"Carpet","Anand Nagar-Khairatabad, NH 7","Hyderabad","Unfurnished","Family",3,"Owner"
1,7500,500,1,3,"Super","Champapet, Koti","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner"
2,12000,1000,2,4,"Super","Ram nagar","Hyderabad","Unfurnished","Bachelors/Family",2,"Owner"
2,15500,1100,3,4,"Super","Kachiguda, NH 2 2","Hyderabad","Semi-Furnished","Bachelors/Family",2,"Owner"
3,26000,1450,4,7,"Super","Lingampally-Serilingampally, NH 2 2","Hyderabad","Semi-Furnished","Family",2,"Owner"
1,8000,550,2,3,"Super","Rasoolpura, Mahatma Gandhi Road","Hyderabad","Semi-Furnished","Bachelors/Family",1,"Owner"
2,12000,933,2,5,"Super","Kompally","Hyderabad","Unfurnished","Bachelors",2,"Owner"
